,Folder,DateTime,SN,Detect OK! Use time,at@gpsengine,Enable GPS Module OK! Use time,TTFF,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,GPS Signal Test PASS! Use time,Defective
572,LI5-1834411M,2018-04-04 04:20:26,GGA2-PEN-E9B,6884.255,1,0.6,26.0,45.0,46.0,45.0,45.0,45.0,45.0,45.0,43.0,27.89,0.0
573,LI5-1834411M,2018-04-04 03:09:37,GGAH-HP5-G7V,570.3240000000001,1,3.57,35.0,46.0,45.0,46.0,46.0,46.0,45.0,46.0,46.0,35.77,0.0
574,LI5-1834411M,2018-04-04 04:46:47,GGAX-JUX-F6X,368.74,1,0.61,35.0,45.0,45.0,46.0,46.0,28.0,43.0,30.0,44.0,37.641999999999996,0.0
575,LI5-1834411M,2018-04-04 06:23:15,GGEN-M9J-4H9,4.94,1,3.57,35.0,42.0,42.0,42.0,43.0,,,,,38.83,0.0
576,LI5-1834411M,2018-04-04 03:38:11,GGES-6JB-CM8,2288.291,1,0.61,29.0,27.0,45.0,45.0,45.0,47.0,47.0,47.0,47.0,34.82,0.0
577,LI5-1834411M,2018-04-04 07:09:49,GGFD-GAH-PGK,5.58,1,3.58,26.0,45.0,45.0,45.0,45.0,,,,,28.71,0.0
578,LI5-1834411M,2018-04-04 06:26:38,GGGP-SES-DA7,145.156,1,0.61,25.0,46.0,46.0,46.0,46.0,27.0,30.0,30.0,30.0,27.57,0.0
579,LI5-1834411M,2018-04-04 03:09:20,GGHV-3WE-R8N,1865.168,1,0.61,39.0,46.0,46.0,45.0,46.0,46.0,46.0,46.0,,42.3,0.0
580,LI5-1834411M,2018-04-04 06:34:56,GGKR-VKF-B3N,707.388,1,3.56,35.0,43.0,43.0,43.0,43.0,,,,,37.41,0.0
581,LI5-1834411M,2018-04-04 06:21:03,GGPG-4HT-6JF,8074.531,1,0.61,39.0,47.0,48.0,47.0,48.0,47.0,46.0,29.0,47.0,42.65,0.0
582,LI5-1834411M,2018-04-04 04:44:27,GGSZ-KPU-U8B,8312.989,1,3.57,34.0,31.0,42.0,42.0,43.0,45.0,45.0,45.0,43.0,37.21,0.0
583,LI5-1834411M,2018-04-04 07:16:56,GGTZ-2G6-JBP,1854.149,1,3.56,30.0,42.0,42.0,42.0,42.0,,,,,32.27,0.0
584,LI5-1834411M,2018-04-04 08:05:36,GGWW-HUW-KGD,9757.005,1,0.61,37.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,40.57,0.0
585,LI5-1834411M,2018-04-04 07:23:24,GGWY-NUT-7JX,7225.786,1,3.57,35.0,41.0,41.0,42.0,41.0,,,,,37.77,0.0
586,LI5-1834411M,2018-04-04 02:26:55,GH2E-X72-VKY,1404.507,1,3.58,35.0,29.0,42.0,42.0,42.0,46.0,45.0,29.0,45.0,36.181,0.0
587,LI5-1834411M,2018-04-04 03:17:36,GH34-F3S-3RB,2587.087,1,3.58,30.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,47.0,32.94,0.0
588,LI5-1834411M,2018-04-04 02:32:06,GH4D-J8N-9CW,5203.635,1,3.57,28.0,45.0,45.0,44.0,45.0,45.0,45.0,44.0,41.0,31.04,0.0
589,LI5-1834411M,2018-04-04 04:27:32,GH7G-5NW-E6Z,1159.749,1,0.61,37.0,44.0,44.0,44.0,44.0,46.0,46.0,46.0,,38.38,0.0
590,LI5-1834411M,2018-04-04 05:19:39,GH8S-GA2-CRR,4406.812,1,0.61,23.0,48.0,48.0,48.0,48.0,47.0,48.0,48.0,47.0,26.35,0.0
591,LI5-1834411M,2018-04-04 07:38:09,GHGP-AGD-2XK,4425.196,1,0.61,35.0,47.0,47.0,47.0,48.0,27.0,28.0,49.0,49.0,38.61,0.0
592,LI5-1834411M,2018-04-04 11:58:31,GHGU-N25-TX4,104.20299999999999,1,3.57,120.0,44.0,45.0,44.0,44.0,44.0,27.0,44.0,44.0,120.23,0.0
593,LI5-1834411M,2018-04-04 11:19:57,GHJU-47N-UE5,542.97,1,3.57,68.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,71.342,0.0
594,LI5-1834411M,2018-04-04 06:05:28,GHKH-FWR-HJ8,7139.182,1,0.61,39.0,47.0,47.0,47.0,46.0,47.0,47.0,47.0,47.0,42.99,0.0
595,LI5-1834411M,2018-04-04 08:17:27,GHMT-87W-YZG,6780.831,1,3.58,36.0,48.0,47.0,48.0,48.0,46.0,46.0,28.0,46.0,38.01,0.0
596,LI5-1834411M,2018-04-04 02:17:36,GHRH-CRE-E8N,4332.41,1,3.57,29.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,41.0,32.26,0.0
597,LI5-1834411M,2018-04-04 04:52:28,GHTG-WP8-42G,2656.8790000000004,1,0.61,35.0,47.0,47.0,47.0,47.0,46.0,46.0,46.0,,37.25,0.0
598,LI5-1834411M,2018-04-04 02:15:57,GHU2-2F7-MER,4230.463,1,3.57,35.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,41.0,35.191,0.0
599,LI5-1834411M,2018-04-04 04:41:19,GHUK-ZBV-RX7,8126.851,1,0.6,36.0,31.0,44.0,44.0,44.0,45.0,45.0,45.0,43.0,38.32,0.0
600,LI5-1834411M,2018-04-04 03:39:08,GHUN-S3R-2SB,3609.9970000000003,1,0.61,78.0,46.0,46.0,46.0,46.0,44.0,34.0,30.0,44.0,85.5,0.0
601,LI5-1834411M,2018-04-04 02:44:49,GHVB-M4B-AN8,403.93800000000005,1,0.61,29.0,28.0,29.0,28.0,45.0,46.0,46.0,46.0,,32.53,0.0
602,LI5-1834411M,2018-04-04 07:55:49,GHVF-Y3T-8AP,5451.996999999999,1,0.61,28.0,47.0,47.0,48.0,48.0,46.0,46.0,28.0,46.0,71.78,0.0
603,LI5-1834411M,2018-04-04 01:58:52,GHZK-C7V-YNX,953.959,1,3.58,28.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,,33.52,0.0
604,LI5-1834411M,2018-04-04 03:30:07,GJ29-E2N-BUP,1805.246,1,0.61,32.0,30.0,30.0,46.0,46.0,45.0,45.0,45.0,44.0,33.97,0.0
605,LI5-1834411M,2018-04-04 06:07:57,GJ3T-EGX-JE2,4374.978,1,3.57,30.0,43.0,43.0,43.0,43.0,41.0,41.0,28.0,26.0,33.07,0.0
606,LI5-1834411M,2018-04-04 04:42:39,GJ4E-VFH-UV7,2173.857,1,3.58,33.0,45.0,46.0,46.0,45.0,46.0,46.0,46.0,47.0,36.32,0.0
607,LI5-1834411M,2018-04-04 07:30:09,GJ4G-XJ6-XUE,3954.7509999999997,1,0.61,26.0,45.0,45.0,45.0,45.0,27.0,28.0,49.0,49.0,29.03,0.0
608,LI5-1834411M,2018-04-04 08:48:32,GJ6C-XKD-UJG,8644.61,1,3.57,37.0,48.0,48.0,48.0,48.0,48.0,48.0,49.0,48.0,39.25,0.0
609,LI5-1834411M,2018-04-04 02:12:25,GJB2-7DM-9JM,1435.746,1,0.6,32.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,,33.93,0.0
610,LI5-1834411M,2018-04-04 04:06:49,GJDG-KY5-UHD,5327.705,1,3.57,23.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,45.0,25.83,0.0
611,LI5-1834411M,2018-04-04 08:03:57,GJDK-5F6-4PF,1573.588,1,0.6,34.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,37.07,0.0
612,LI5-1834411M,2018-04-04 07:05:50,GJDX-BT9-B7C,2209.113,1,0.61,25.0,46.0,46.0,46.0,47.0,31.0,32.0,46.0,46.0,28.95,0.0
613,LI5-1834411M,2018-04-04 00:00:36,GJK2-NUX-ZRG,1249.223,1,0.61,31.0,46.0,47.0,46.0,47.0,45.0,45.0,27.0,45.0,34.22,0.0
614,LI5-1834411M,2018-04-04 01:30:27,GJNW-B8E-MUV,6211.684,1,0.6,28.0,42.0,43.0,43.0,42.0,42.0,43.0,43.0,42.0,31.27,0.0
615,LI5-1834411M,2018-04-04 09:06:09,GJPU-XMN-DKW,9699.921,1,3.57,37.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,40.95,0.0
616,LI5-1834411M,2018-04-04 11:23:57,GJR7-UNB-RAB,735.4889999999999,1,3.58,119.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,120.42,1.0
617,LI5-1834411M,2018-04-04 07:11:05,GJS9-2HD-FSB,6490.271,1,3.58,31.0,44.0,44.0,45.0,45.0,,,,,34.26,0.0
618,LI5-1834411M,2018-04-04 01:39:56,GJVH-2TH-89B,2068.99,1,3.58,34.0,42.0,41.0,42.0,41.0,42.0,42.0,42.0,41.0,35.6,0.0
619,LI5-1834411M,2018-04-04 01:28:49,GJWY-JDF-3RR,692.758,1,0.61,35.0,30.0,45.0,45.0,46.0,26.0,37.0,36.0,36.0,37.441,0.0
620,LI5-1834411M,2018-04-04 12:05:07,GJZD-PWZ-XYR,532.15,1,3.58,35.0,33.0,33.0,33.0,33.0,44.0,27.0,44.0,44.0,96.83,0.0
621,LI5-1834411M,2018-04-04 01:25:19,GJZV-FW5-RNC,485.546,1,0.61,32.0,36.0,36.0,36.0,36.0,26.0,37.0,36.0,36.0,34.66,0.0
622,LI5-1834411M,2018-04-04 12:24:22,GK2U-998-B72,973.04,1,3.58,120.0,34.0,33.0,34.0,34.0,33.0,33.0,34.0,33.0,120.18,1.0
623,LI5-1834411M,2018-04-04 05:20:47,GK38-YD2-S7G,1460.2320000000002,1,0.6,37.0,42.0,42.0,42.0,42.0,41.0,41.0,28.0,26.0,120.74,0.0
624,LI5-1834411M,2018-04-04 01:43:49,GK4D-ZF2-CNY,57.114,1,0.61,28.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,,30.32,0.0
625,LI5-1834411M,2018-04-04 07:17:31,GK6W-ZWT-D66,406.08,1,0.61,38.0,43.0,43.0,43.0,44.0,,,,,93.19,0.0
626,LI5-1834411M,2018-04-04 06:23:32,GK82-PZJ-BUM,6174.146,1,0.61,35.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,37.02,0.0
627,LI5-1834411M,2018-04-04 05:16:01,GKAU-74P-BZB,4176.237,1,0.61,33.0,48.0,48.0,48.0,48.0,47.0,46.0,47.0,47.0,38.93,0.0
628,LI5-1834411M,2018-04-04 07:57:39,GKD5-GUB-E7T,5606.665,1,0.61,24.0,49.0,49.0,49.0,49.0,46.0,46.0,28.0,46.0,27.12,0.0
629,LI5-1834411M,2018-04-04 02:36:26,GKGT-P67-DWW,645.356,1,0.6,25.0,46.0,46.0,46.0,46.0,46.0,30.0,45.0,46.0,26.76,0.0
630,LI5-1834411M,2018-04-04 08:56:08,GKHP-KE9-9WP,9101.53,1,3.58,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,38.32,0.0
631,LI5-1834411M,2018-04-04 06:14:09,GKJS-JTD-SJJ,7664.554,1,3.57,32.0,47.0,47.0,47.0,46.0,47.0,46.0,29.0,47.0,35.66,0.0
632,LI5-1834411M,2018-04-04 02:05:44,GKKA-JJB-TYU,1282.731,1,3.58,52.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,,116.76,0.0
633,LI5-1834411M,2018-04-04 11:46:02,GKP3-JKU-VF2,3670.5890000000004,1,0.6,31.0,41.0,41.0,41.0,41.0,43.0,43.0,43.0,43.0,34.38,0.0
634,LI5-1834411M,2018-04-04 06:58:50,GKR4-G5F-AVA,1788.277,1,0.61,26.0,46.0,46.0,46.0,47.0,28.0,45.0,27.0,45.0,29.76,0.0
635,LI5-1834411M,2018-04-04 07:08:51,GKS9-D69-4D3,1363.3220000000001,1,3.57,35.0,43.0,42.0,42.0,42.0,,,,,38.09,0.0
636,LI5-1834411M,2018-04-04 11:36:58,GKT6-UUB-WSW,3090.0009999999997,1,0.6,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,72.38,0.0
637,LI5-1834411M,2018-04-04 06:04:57,GKTF-APJ-EYX,4196.209,1,0.6,31.0,42.0,42.0,42.0,42.0,41.0,41.0,28.0,26.0,34.82,0.0
638,LI5-1834411M,2018-04-04 12:43:13,GKUU-3VZ-57Z,16.212,1,3.55,0.0,34.0,34.0,34.0,34.0,,,,,2.79,0.0
639,LI5-1834411M,2018-04-04 03:36:20,GKWD-PP4-YSB,3497.388,1,0.61,27.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,29.0,30.1,0.0
640,LI5-1834411M,2018-04-04 02:04:23,GKWV-XBN-A8M,3536.618,1,0.61,34.0,44.0,45.0,45.0,45.0,45.0,44.0,44.0,41.0,37.971,0.0
641,LI5-1834411M,2018-04-04 08:50:09,GKYS-36M-7SN,8754.078000000001,1,3.58,24.0,48.0,48.0,47.0,48.0,48.0,48.0,48.0,48.0,26.76,0.0
642,LI5-1834411M,2018-04-04 03:11:24,GKZ7-9HC-HHN,677.622,1,0.61,36.0,29.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,38.431,0.0
643,LI5-1834411M,2018-04-04 03:59:28,GKZM-498-GYY,761.653,1,3.57,36.0,47.0,47.0,48.0,47.0,45.0,45.0,46.0,45.0,38.83,0.0
644,LI5-1834411M,2018-04-04 03:50:57,GKZT-R4T-ACY,1344.8770000000002,1,0.61,36.0,46.0,47.0,46.0,46.0,47.0,46.0,47.0,46.0,37.44,0.0
645,LI5-1834411M,2018-04-04 00:03:04,GKZY-PRG-AY5,1394.101,1,0.61,36.0,45.0,45.0,45.0,45.0,28.0,45.0,45.0,45.0,38.311,0.0
646,LI5-1834411M,2018-04-04 04:49:19,GM46-SPY-F7V,522.264,1,3.58,30.0,47.0,47.0,47.0,46.0,28.0,43.0,30.0,44.0,32.85,0.0
647,LI5-1834411M,2018-04-04 03:27:38,GM4A-REU-3HG,2968.1659999999997,1,0.61,34.0,42.0,41.0,42.0,42.0,46.0,47.0,46.0,44.0,37.33,0.0
648,LI5-1834411M,2018-04-04 03:14:09,GM5B-38S-DTA,846.9889999999999,1,3.57,28.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,44.0,31.14,0.0
649,LI5-1834411M,2018-04-04 06:54:18,GM6T-9JV-5PM,491.93,1,0.6,36.0,42.0,42.0,42.0,42.0,,,,,39.44,0.0
650,LI5-1834411M,2018-04-04 03:33:59,GM6W-GEZ-DXG,324.036,1,0.61,38.0,26.0,46.0,46.0,26.0,47.0,46.0,46.0,47.0,40.24,0.0
651,LI5-1834411M,2018-04-04 06:28:35,GM9J-P8C-SGH,3942.929,1,0.61,31.0,42.0,42.0,42.0,42.0,,,,,34.56,0.0
652,LI5-1834411M,2018-04-04 03:16:01,GMAF-AWK-NPY,954.005,1,3.57,35.0,46.0,46.0,46.0,45.0,44.0,44.0,45.0,44.0,36.12,0.0
653,LI5-1834411M,2018-04-04 03:47:48,GMDB-AF9-CZ4,59.184,1,0.61,31.0,43.0,42.0,42.0,42.0,,,,,44.26,0.0
654,LI5-1834411M,2018-04-04 07:05:29,GMER-7BF-DJW,6153.536,1,0.61,34.0,41.0,41.0,41.0,41.0,,,,,37.97,0.0
655,LI5-1834411M,2018-04-04 02:14:53,GMGD-WFT-9XX,1578.944,1,3.57,35.0,46.0,46.0,46.0,46.0,45.0,45.0,45.0,,35.65,0.0
656,LI5-1834411M,2018-04-04 05:29:28,GMGV-42Y-6JU,389.356,1,0.61,39.0,46.0,46.0,46.0,47.0,,,,,41.06,0.0
657,LI5-1834411M,2018-04-04 06:37:11,GMHV-BZ2-V3K,479.009,1,3.58,35.0,47.0,46.0,46.0,46.0,,,,,37.04,0.0
658,LI5-1834411M,2018-04-04 07:44:35,GMJC-VKW-876,4765.608,1,3.57,22.0,47.0,48.0,48.0,48.0,43.0,43.0,28.0,49.0,81.22,0.0
659,LI5-1834411M,2018-04-04 11:00:08,GMN6-2W7-W7C,443.385,1,3.58,120.0,36.0,36.0,36.0,36.0,,,,,120.564,0.0
660,LI5-1834411M,2018-04-04 05:01:25,GMP8-7PY-J95,3190.16,1,3.58,35.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,,38.04,0.0
661,LI5-1834411M,2018-04-04 02:21:50,GMUE-CEB-YHU,77.97800000000001,1,3.57,23.0,46.0,45.0,45.0,45.0,45.0,45.0,46.0,,25.28,0.0
662,LI5-1834411M,2018-04-04 02:39:14,GMVA-PRC-2GC,60.522,1,0.61,37.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,,40.95,0.0
663,LI5-1834411M,2018-04-04 04:19:51,GMWJ-W2X-KC6,696.3919999999999,1,3.5810000000000004,35.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,,37.77,0.0
664,LI5-1834411M,2018-04-04 08:10:57,GMXJ-RBK-GT8,6389.36,1,0.65,39.0,47.0,47.0,48.0,48.0,46.0,46.0,28.0,46.0,42.411,0.0
665,LI5-1834411M,2018-04-04 08:00:35,GN2W-3ES-7ST,1674.582,1,0.61,36.0,45.0,45.0,45.0,45.0,44.0,45.0,45.0,44.0,39.27,0.0
666,LI5-1834411M,2018-04-04 11:32:39,GN6U-8EF-FZ9,2792.65,1,0.6,120.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0,120.301,1.0
667,LI5-1834411M,2018-04-04 03:42:50,GNB3-2KU-RH7,3887.679,1,0.61,26.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,29.81,0.0
668,LI5-1834411M,2018-04-04 02:48:57,GNCW-5EF-5FU,1397.9189999999999,1,0.6,22.0,29.0,30.0,44.0,44.0,44.0,28.0,44.0,44.0,25.141,0.0
669,LI5-1834411M,2018-04-04 03:56:58,GNF8-SAC-84K,610.694,1,3.57,36.0,46.0,47.0,47.0,47.0,45.0,45.0,46.0,45.0,39.77,0.0
670,LI5-1834411M,2018-04-04 04:39:37,GNFH-JV7-W8K,1925.418,1,0.61,44.0,46.0,47.0,46.0,46.0,47.0,47.0,48.0,47.0,105.72,0.0
671,LI5-1834411M,2018-04-04 03:20:00,GNKY-9TV-M2W,2727.103,1,0.61,36.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,47.0,39.92,0.0
672,LI5-1834411M,2018-04-04 01:02:56,GNPS-FFT-ZJ4,4556.774,1,0.6,33.0,41.0,41.0,40.0,41.0,40.0,40.0,41.0,40.0,35.15,0.0
673,LI5-1834411M,2018-04-04 01:09:36,GNSJ-537-DN6,259.04400000000004,1,0.61,26.0,43.0,43.0,43.0,44.0,44.0,43.0,43.0,43.0,28.52,0.0
674,LI5-1834411M,2018-04-04 04:17:51,GNUX-BW8-345,576.648,1,3.58,35.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,,37.51,0.0
675,LI5-1834411M,2018-04-04 02:33:18,GNYH-42S-HAA,754.0369999999999,1,3.58,34.0,44.0,44.0,44.0,34.0,45.0,45.0,46.0,,37.22,0.0
676,LI5-1834411M,2018-04-04 04:46:57,GNZW-2JW-ZGM,8467.687,1,3.57,29.0,45.0,30.0,30.0,45.0,45.0,45.0,45.0,46.0,32.52,0.0
677,LI5-1834411M,2018-04-04 00:57:02,GP29-CTV-NVU,4632.662,1,0.61,35.0,45.0,45.0,46.0,46.0,28.0,45.0,45.0,45.0,36.81,0.0
678,LI5-1834411M,2018-04-04 01:33:02,GP2H-XFM-ZFH,933.543,1,3.57,31.0,43.0,29.0,43.0,44.0,44.0,44.0,44.0,44.0,46.73,0.0
679,LI5-1834411M,2018-04-04 08:31:39,GP37-ZND-4NV,7630.55,1,0.61,40.0,45.0,45.0,45.0,45.0,46.0,46.0,28.0,46.0,43.25,0.0
680,LI5-1834411M,2018-04-04 02:07:51,GP5E-YPB-7KB,1155.371,1,3.57,33.0,45.0,46.0,46.0,46.0,45.0,45.0,45.0,,36.93,0.0
681,LI5-1834411M,2018-04-04 04:58:09,GP8A-J3V-UN4,147.27,1,0.6,19.0,43.0,28.0,43.0,43.0,42.0,42.0,42.0,42.0,75.69,0.0
682,LI5-1834411M,2018-04-04 03:42:52,GPA6-5DG-PDU,860.3389999999999,1,0.61,35.0,46.0,47.0,46.0,46.0,46.0,45.0,46.0,46.0,36.95,0.0
683,LI5-1834411M,2018-04-04 09:15:09,GPC8-PF5-N57,10241.676,1,0.61,39.0,42.0,42.0,42.0,42.0,48.0,48.0,48.0,48.0,42.19,0.0
684,LI5-1834411M,2018-04-04 04:32:27,GPDH-7RC-SWY,7604.896,1,0.6,25.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,43.0,28.54,0.0
685,LI5-1834411M,2018-04-04 07:06:39,GPF5-XKT-W8P,2546.285,1,0.61,24.0,47.0,47.0,33.0,47.0,27.0,28.0,49.0,49.0,27.77,0.0
686,LI5-1834411M,2018-04-04 01:07:36,GPG8-K9A-5BT,127.68799999999999,1,0.61,36.0,44.0,44.0,44.0,45.0,44.0,44.0,44.0,44.0,39.87,0.0
687,LI5-1834411M,2018-04-04 07:32:44,GPGT-E23-PRS,4.96,1,0.61,34.0,45.0,45.0,45.0,45.0,,,,,37.86,0.0
688,LI5-1834411M,2018-04-04 04:55:27,GPK9-3EC-55R,17.848,1,0.6,29.0,43.0,28.0,43.0,43.0,44.0,43.0,43.0,43.0,31.81,0.0
689,LI5-1834411M,2018-04-04 06:42:20,GPKH-DRM-Z2M,788.804,1,0.61,37.0,45.0,46.0,45.0,46.0,,,,,39.21,0.0
690,LI5-1834411M,2018-04-04 06:59:04,GPM2-2M8-R6X,5741.2480000000005,1,3.58,62.0,31.0,30.0,30.0,30.0,,,,,62.3,0.0
691,LI5-1834411M,2018-04-04 03:21:21,GPMS-NUN-E3B,3322.82,1,3.57,38.0,45.0,45.0,45.0,44.0,42.0,42.0,30.0,44.0,41.3,0.0
692,LI5-1834411M,2018-04-04 04:27:09,GPN5-Z9Y-XNK,1254.925,1,0.61,25.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,47.0,28.19,0.0
693,LI5-1834411M,2018-04-04 02:07:36,GPP8-6CN-2PW,3739.183,1,3.58,22.0,43.0,43.0,43.0,44.0,44.0,43.0,43.0,41.0,25.43,0.0
694,LI5-1834411M,2018-04-04 01:54:12,GPPK-DMN-C72,277.332,1,3.57,35.0,46.0,45.0,46.0,46.0,46.0,46.0,46.0,,95.97,0.0
695,LI5-1834411M,2018-04-04 04:11:49,GPRF-JXU-2U4,5625.491,1,0.61,27.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,45.0,31.02,0.0
696,LI5-1834411M,2018-04-04 06:41:54,GPST-ZRR-6MF,4732.1140000000005,1,3.57,38.0,46.0,46.0,46.0,46.0,,,,,41.41,0.0
697,LI5-1834411M,2018-04-04 03:45:24,GPTN-J7R-M87,1013.605,1,0.61,33.0,46.0,47.0,46.0,46.0,46.0,45.0,46.0,46.0,35.69,0.0
698,LI5-1834411M,2018-04-04 11:57:50,GPTS-PT5-387,174.02,1,0.6,0.0,,,,,43.0,43.0,43.0,43.0,0.39,0.0
699,LI5-1834411M,2018-04-04 02:34:24,GPUG-K7N-VRU,453.11,1,3.57,33.0,42.0,41.0,42.0,42.0,42.0,42.0,42.0,44.0,93.98,0.0
700,LI5-1834411M,2018-04-04 04:16:56,GPUG-T4Y-BNN,6665.269,1,0.6,34.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,36.87,0.0
701,LI5-1834411M,2018-04-04 03:22:44,GPVP-46E-UZU,2669.973,1,3.57,35.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0,44.0,38.55,0.0
702,LI5-1834411M,2018-04-04 11:02:01,GPVT-6BV-E29,1009.793,1,0.6,53.0,42.0,42.0,42.0,42.0,32.0,32.0,32.0,32.0,55.54,0.0
703,LI5-1834411M,2018-04-04 07:47:27,GPWD-G6S-UMB,587.2180000000001,1,0.6,30.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,33.42,0.0
704,LI5-1834411M,2018-04-04 06:41:44,GPXM-WPP-ZZK,1077.319,1,0.6,28.0,42.0,42.0,42.0,42.0,42.0,42.0,29.0,41.0,78.45,0.0
705,LI5-1834411M,2018-04-04 05:50:50,GPXS-6DS-9B5,6261.0,1,3.58,26.0,46.0,28.0,46.0,47.0,46.0,46.0,46.0,47.0,40.2,0.0
706,LI5-1834411M,2018-04-04 01:55:58,GPY6-GVZ-PWH,441.278,1,3.56,35.0,44.0,45.0,44.0,45.0,44.0,44.0,44.0,,38.08,0.0
707,LI5-1834411M,2018-04-04 01:00:21,GPYD-NWM-8SN,4339.306,1,3.57,36.0,40.0,40.0,40.0,40.0,43.0,43.0,43.0,43.0,94.64,0.0
708,LI5-1834411M,2018-04-04 02:30:36,GR2R-XVV-929,1603.356,1,0.61,32.0,29.0,42.0,42.0,42.0,46.0,45.0,29.0,45.0,62.28,0.0
709,LI5-1834411M,2018-04-04 07:15:23,GR42-PCM-ZNX,6747.746999999999,1,0.61,35.0,42.0,42.0,42.0,42.0,,,,,37.78,0.0
710,LI5-1834411M,2018-04-04 01:37:50,GR4Y-VXG-PUB,1231.589,1,0.61,36.0,47.0,47.0,47.0,46.0,46.0,47.0,47.0,44.0,39.65,0.0
711,LI5-1834411M,2018-04-04 04:49:25,GR59-W8H-YEM,2468.7729999999997,1,0.61,39.0,46.0,46.0,45.0,46.0,46.0,46.0,46.0,,42.39,0.0
712,LI5-1834411M,2018-04-04 06:52:24,GR5G-N9W-EPY,5368.003000000001,1,0.61,35.0,45.0,45.0,45.0,45.0,,,,,38.48,0.0
713,LI5-1834411M,2018-04-04 03:05:36,GR67-7TH-JFX,1865.33,1,3.58,31.0,45.0,45.0,46.0,46.0,46.0,46.0,46.0,47.0,34.7,0.0
714,LI5-1834411M,2018-04-04 03:28:52,GR6H-U8R-5YT,16.669,1,0.61,36.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,,39.18,0.0
715,LI5-1834411M,2018-04-04 10:57:02,GRAC-WWR-76X,334.597,1,0.61,37.0,36.0,36.0,36.0,36.0,,,,,38.67,0.0
716,LI5-1834411M,2018-04-04 03:57:41,GRBH-97X-G7R,4770.09,1,0.61,35.0,45.0,45.0,45.0,46.0,45.0,45.0,45.0,45.0,38.4,0.0
717,LI5-1834411M,2018-04-04 03:40:09,GRBH-W4K-PB2,2407.319,1,3.57,28.0,46.0,46.0,46.0,46.0,46.0,46.0,47.0,46.0,30.8,0.0
718,LI5-1834411M,2018-04-04 04:20:08,GRCJ-XYX-CB8,6116.965999999999,1,0.61,35.0,47.0,47.0,47.0,46.0,47.0,47.0,46.0,45.0,38.53,0.0
719,LI5-1834411M,2018-04-04 11:34:32,GRHD-FXN-6NN,2998.97,1,3.56,25.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,28.55,0.0
720,LI5-1834411M,2018-04-04 02:48:40,GRK9-CG2-5TN,546.776,1,0.61,94.0,28.0,29.0,28.0,45.0,46.0,46.0,46.0,,120.67,0.0
721,LI5-1834411M,2018-04-04 08:14:57,GRNE-HW4-UNV,6630.215,1,0.61,38.0,48.0,48.0,48.0,48.0,46.0,46.0,28.0,46.0,41.61,0.0
722,LI5-1834411M,2018-04-04 11:39:47,GRV2-47G-N3B,393.93199999999996,1,3.58,120.0,39.0,39.0,39.0,39.0,,,,,120.2,1.0
723,LI5-1834411M,2018-04-04 02:35:55,GRVJ-YHK-92D,1863.93,1,0.61,119.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,120.11,1.0
724,LI5-1834411M,2018-04-04 04:21:36,GRVN-CWB-85F,805.319,1,0.61,33.0,45.0,46.0,45.0,45.0,46.0,45.0,45.0,,36.8,0.0
725,LI5-1834411M,2018-04-04 04:05:21,GRX9-S53-3J8,5969.558000000001,1,0.6,34.0,43.0,44.0,43.0,43.0,44.0,44.0,44.0,43.0,37.87,0.0
