Detect OK Use time,Enable GPS Module OK Use time,TTFF,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,GPS Signal Test PASS Use time,Defective_Pred,Proba_0,Proba_1,Task
5981.0509999999995,3.58,41.0,42.0,42.0,42.0,42.0,40.0,40.0,40.0,28.0,42.56,0.0,0.7527833216430224,0.24721667835697753,Not Defective
5395.563,0.61,120.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,38.0,120.85,1.0,0.09389996947768431,0.9061000305223157,Defective
3842.1409999999996,0.61,26.0,30.0,33.0,33.0,30.0,36.0,39.0,34.0,33.0,40.23,0.0,0.7544271996711029,0.24557280032889706,Not Defective
4609.862,3.57,38.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,41.44,0.0,0.7545187525749015,0.24548124742509853,Not Defective
3733.765,0.61,39.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.0,41.03,0.0,0.7545205385494262,0.24547946145057375,Not Defective
5266.602,3.57,34.0,31.0,40.0,31.0,30.0,39.0,39.0,29.0,39.0,36.57,0.0,0.7543441866759595,0.24565581332404052,Not Defective
1725.957,0.61,41.0,30.0,33.0,33.0,30.0,40.0,29.0,40.0,40.0,43.35,0.0,0.7545203416603938,0.24547965833960614,Not Defective
2185.937,0.61,33.0,43.0,43.0,44.0,44.0,41.0,41.0,41.0,41.0,39.85,0.0,0.7545209913274984,0.24547900867250166,Not Defective
5836.229,0.61,35.0,40.0,30.0,40.0,40.0,29.0,40.0,40.0,29.0,36.12,0.0,0.7503491218099305,0.24965087819006948,Not Defective
1170.152,3.58,22.0,30.0,33.0,33.0,30.0,40.0,29.0,40.0,40.0,23.9,0.0,0.754585945514604,0.24541405448539594,Not Defective
1496.8370000000002,3.58,24.0,39.0,39.0,29.0,39.0,39.0,39.0,39.0,30.0,27.31,0.0,0.7545208855636201,0.24547911443637987,Not Defective
3559.928,3.58,31.0,43.0,43.0,43.0,43.0,39.0,39.0,30.0,39.0,34.2,0.0,0.7545209901608638,0.24547900983913615,Not Defective
6349.931,3.58,31.0,42.0,42.0,42.0,42.0,38.0,38.0,35.0,31.0,33.291,0.0,0.7544752211672816,0.24552477883271845,Not Defective
7256.198,0.61,45.0,40.0,40.0,29.0,40.0,40.0,35.0,35.0,40.0,47.31,0.0,0.7495539314142403,0.25044606858575974,Not Defective
6601.078,3.58,38.0,28.0,39.0,40.0,40.0,40.0,30.0,40.0,40.0,41.16,0.0,0.7534365547475974,0.24656344525240256,Not Defective
4519.242,3.58,30.0,43.0,43.0,43.0,43.0,40.0,40.0,40.0,40.0,32.47,0.0,0.754520910217942,0.24547908978205807,Not Defective
673.8580000000001,3.5810000000000004,35.0,39.0,38.0,38.0,39.0,40.0,28.0,40.0,40.0,37.71,0.0,0.7564528800344132,0.2435471199655867,Not Defective
5386.559,0.61,37.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,39.0,40.58,0.0,0.7544829562355247,0.24551704376447522,Not Defective
3764.087,0.61,39.0,40.0,30.0,40.0,40.0,39.0,39.0,30.0,39.0,59.04,0.0,0.7544998017354947,0.2455001982645053,Not Defective
6551.918000000001,0.61,81.0,40.0,30.0,40.0,40.0,39.0,39.0,39.0,27.0,82.47,1.0,0.13902036470653734,0.8609796352934627,Defective
1604.398,0.61,36.0,30.0,33.0,33.0,30.0,40.0,29.0,40.0,40.0,39.0,0.0,0.7545208699187985,0.24547913008120148,Not Defective
1286.0330000000001,0.61,26.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,28.59,0.0,0.754930814051822,0.2450691859481779,Not Defective
4485.253,3.58,35.0,43.0,44.0,44.0,44.0,43.0,44.0,44.0,43.0,38.59,0.0,0.7545205264955619,0.24547947350443813,Not Defective
3458.877,0.61,119.0,30.0,33.0,33.0,30.0,36.0,39.0,34.0,33.0,120.15100000000001,1.0,0.09389961167303784,0.9061003883269622,Defective
6344.641,3.57,120.0,40.0,30.0,40.0,40.0,39.0,39.0,39.0,27.0,120.84100000000001,1.0,0.0938996109594964,0.9061003890405036,Defective
3653.863,3.58,28.0,43.0,43.0,43.0,43.0,39.0,39.0,30.0,39.0,43.76,0.0,0.7545209908168531,0.24547900918314697,Not Defective
3257.012,0.61,35.0,39.0,39.0,29.0,39.0,39.0,39.0,30.0,39.0,38.7,0.0,0.7545175945247317,0.24548240547526834,Not Defective
4415.659000000001,3.58,38.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,38.0,41.05,0.0,0.7545172771079279,0.2454827228920721,Not Defective
4972.67,3.58,120.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,38.0,120.27,1.0,0.09389993250621809,0.9061000674937819,Defective
7082.347,0.61,120.0,40.0,40.0,29.0,40.0,40.0,39.0,40.0,40.0,120.81,1.0,0.09389966980143427,0.9061003301985657,Defective
4741.084,3.58,27.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,43.0,30.19,0.0,0.7545207874355101,0.24547921256448993,Not Defective
3353.692,0.61,37.0,45.0,45.0,45.0,45.0,43.0,43.0,43.0,43.0,56.53,0.0,0.7545209701354735,0.24547902986452652,Not Defective
2666.211,0.61,35.0,43.0,43.0,43.0,42.0,42.0,42.0,43.0,44.0,38.02,0.0,0.7545209871549621,0.24547901284503787,Not Defective
4845.567,0.61,35.0,43.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,38.25,0.0,0.7545199102470166,0.24548008975298338,Not Defective
4193.935,0.61,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,28.0,40.31,0.0,0.7543932482893998,0.24560675171060023,Not Defective
5736.38,3.58,35.0,40.0,30.0,40.0,40.0,29.0,40.0,40.0,29.0,37.65,0.0,0.7504818184329713,0.2495181815670287,Not Defective
6251.2119999999995,3.58,39.0,42.0,42.0,42.0,42.0,40.0,40.0,34.0,30.0,40.97,0.0,0.7539601364761389,0.24603986352386112,Not Defective
2332.051,0.61,35.0,43.0,43.0,44.0,44.0,44.0,44.0,27.0,44.0,37.72,0.0,0.7545209922531746,0.24547900774682543,Not Defective
4978.219,3.58,23.0,43.0,43.0,43.0,43.0,41.0,41.0,35.0,41.0,25.98,0.0,0.7545209780491671,0.245479021950833,Not Defective
1337.724,0.61,34.0,43.0,43.0,43.0,43.0,41.0,41.0,41.0,41.0,37.06,0.0,0.7546265768811118,0.2453734231188882,Not Defective
559.107,0.61,36.0,39.0,38.0,38.0,39.0,40.0,40.0,40.0,40.0,39.38,0.0,0.7564532412944521,0.24354675870554784,Not Defective
5164.603,0.61,22.0,31.0,40.0,31.0,30.0,41.0,41.0,35.0,41.0,39.47,0.0,0.7544982834475861,0.2455017165524139,Not Defective
5835.281999999999,0.61,37.0,45.0,45.0,45.0,45.0,40.0,40.0,40.0,41.0,95.55,0.0,0.7542651479848203,0.24573485201517972,Not Defective
6816.630999999999,0.61,37.0,27.0,39.0,39.0,27.0,39.0,39.0,39.0,29.0,38.81,0.0,0.7501885080471848,0.24981149195281516,Not Defective
5463.94,0.61,25.0,42.0,42.0,42.0,42.0,30.0,41.0,41.0,41.0,27.88,0.0,0.754519916433236,0.245480083566764,Not Defective
4268.161,3.58,38.0,30.0,33.0,33.0,30.0,36.0,39.0,34.0,33.0,40.76,0.0,0.7522247836595423,0.24777521634045777,Not Defective
5064.505999999999,0.61,28.0,43.0,43.0,43.0,43.0,41.0,41.0,35.0,41.0,32.25,0.0,0.7545208977259994,0.24547910227400058,Not Defective
3242.0209999999997,0.61,29.0,45.0,45.0,45.0,45.0,43.0,43.0,43.0,43.0,32.24,0.0,0.7545209910945432,0.24547900890545676,Not Defective
632.841,0.61,28.0,41.0,41.0,42.0,41.0,41.0,41.0,42.0,41.0,31.34,0.0,0.7564532415847182,0.24354675841528184,Not Defective
5674.147,0.61,26.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,41.0,28.74,0.0,0.7545167406940685,0.24548325930593157,Not Defective
3119.344,0.61,32.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,31.0,33.9,0.0,0.7545208524405608,0.24547914755943923,Not Defective
7288.168000000001,3.58,120.0,27.0,39.0,39.0,27.0,39.0,39.0,39.0,29.0,120.9,1.0,0.09389961291990068,0.9061003870800993,Defective
6737.153,3.58,33.0,40.0,40.0,29.0,40.0,40.0,40.0,40.0,28.0,35.02,0.0,0.7501977508392305,0.2498022491607695,Not Defective
4084.3379999999997,0.61,26.0,41.0,41.0,40.0,41.0,41.0,41.0,40.0,44.0,29.89,0.0,0.7545209511520965,0.24547904884790356,Not Defective
4620.255999999999,0.61,41.0,30.0,33.0,33.0,30.0,38.0,28.0,38.0,38.0,57.13,0.0,0.7539807943192353,0.24601920568076477,Not Defective
6356.945,0.61,34.0,43.0,27.0,43.0,43.0,43.0,43.0,42.0,41.0,37.351,0.0,0.7516260853232863,0.24837391467671371,Not Defective
774.4789999999999,3.58,26.0,39.0,38.0,38.0,39.0,39.0,39.0,30.0,39.0,28.92,0.0,0.7558190436552497,0.24418095634475032,Not Defective
2266.635,3.58,120.0,30.0,33.0,33.0,30.0,40.0,29.0,40.0,40.0,120.85,1.0,0.09389997843948927,0.9061000215605107,Defective
3355.7059999999997,0.61,28.0,39.0,39.0,29.0,39.0,39.0,39.0,30.0,39.0,41.4,0.0,0.7545202813497999,0.24547971865020013,Not Defective
1850.775,3.59,120.0,30.0,33.0,33.0,30.0,40.0,29.0,40.0,40.0,120.478,1.0,0.0939004611826677,0.9060995388173323,Defective
3068.515,3.57,34.0,30.0,33.0,33.0,30.0,28.0,40.0,40.0,40.0,37.86,0.0,0.7544383953472209,0.24556160465277904,Not Defective
89.155,0.61,35.0,41.0,41.0,41.0,41.0,39.0,39.0,39.0,39.0,38.55,0.0,0.7564532415158811,0.24354675848411894,Not Defective
4381.215999999999,0.61,30.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,33.03,0.0,0.7545207737813824,0.24547922621861765,Not Defective
2854.2140000000004,0.61,43.0,39.0,39.0,29.0,39.0,39.0,39.0,30.0,39.0,46.9,0.0,0.75450838394111,0.24549161605889003,Not Defective
3177.683,3.58,26.0,30.0,33.0,33.0,30.0,36.0,39.0,34.0,33.0,29.78,0.0,0.7545076058668847,0.24549239413311535,Not Defective
4027.531,0.61,41.0,40.0,30.0,40.0,40.0,38.0,30.0,38.0,38.0,43.61,0.0,0.7545088490404583,0.24549115095954166,Not Defective
5316.8009999999995,3.58,35.0,42.0,42.0,42.0,42.0,42.0,28.0,42.0,42.0,38.49,0.0,0.7545209031594591,0.24547909684054087,Not Defective
4101.789000000001,0.62,64.0,30.0,33.0,33.0,30.0,36.0,39.0,34.0,33.0,104.15,1.0,0.1677271178515236,0.8322728821484764,Defective
3359.808,0.61,30.0,30.0,33.0,33.0,30.0,36.0,39.0,34.0,33.0,30.96,0.0,0.7544446990400246,0.24555530095997535,Not Defective
6189.275,0.61,47.0,40.0,30.0,40.0,40.0,39.0,39.0,39.0,27.0,48.68,0.0,0.7459177397855057,0.2540822602144943,Not Defective
3908.3340000000003,3.58,36.0,40.0,30.0,40.0,40.0,40.0,40.0,40.0,40.0,38.75,0.0,0.7544929044116866,0.24550709558831343,Not Defective
1048.837,0.61,16.0,30.0,33.0,33.0,30.0,40.0,29.0,40.0,40.0,16.21,0.0,0.7557868468596817,0.24421315314031836,Not Defective
5563.545,3.58,33.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,41.0,36.75,0.0,0.7545170294880921,0.24548297051190793,Not Defective
5188.009,3.57,67.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,38.0,120.42,0.0,0.5730828112853896,0.4269171887146103,Retest
2169.3379999999997,3.59,39.0,39.0,39.0,29.0,39.0,39.0,39.0,30.0,39.0,41.1,0.0,0.7545203520544739,0.24547964794552618,Not Defective
389.783,0.61,31.0,45.0,46.0,46.0,46.0,45.0,45.0,46.0,46.0,34.41,0.0,0.7564532415899802,0.24354675841001983,Not Defective
4139.323,3.58,38.0,40.0,30.0,40.0,40.0,38.0,30.0,38.0,38.0,39.84,0.0,0.754515875307213,0.24548412469278708,Not Defective
4385.885,0.61,44.0,30.0,33.0,33.0,30.0,36.0,39.0,34.0,33.0,46.03,0.0,0.7505159201490028,0.2494840798509972,Not Defective
3628.57,0.62,32.0,43.0,43.0,43.0,43.0,42.0,42.0,42.0,42.0,35.66,0.0,0.7545209584634518,0.24547904153654826,Not Defective
6458.9980000000005,0.61,36.0,28.0,39.0,40.0,40.0,40.0,30.0,40.0,40.0,37.19,0.0,0.7538847085694326,0.24611529143056746,Not Defective
412.324,3.58,28.0,39.0,38.0,38.0,39.0,39.0,39.0,39.0,27.0,35.79,0.0,0.756453241193763,0.24354675880623705,Not Defective
6853.254,3.58,36.0,40.0,40.0,29.0,40.0,40.0,40.0,29.0,40.0,38.46,0.0,0.7518060575058338,0.24819394249416618,Not Defective
5945.595,3.58,34.0,40.0,30.0,40.0,40.0,39.0,39.0,39.0,39.0,37.46,0.0,0.7533820253480505,0.24661797465194943,Not Defective
6717.541,0.61,29.0,40.0,30.0,40.0,40.0,39.0,39.0,39.0,27.0,36.87,0.0,0.7503157404584342,0.24968425954156587,Not Defective
5622.909000000001,3.58,33.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,38.0,37.031,0.0,0.7544893824636918,0.24551061753630823,Not Defective
5196.811,0.61,25.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.0,27.5,0.0,0.7545207290300693,0.24547927096993072,Not Defective
3449.79,3.58,39.0,39.0,39.0,29.0,39.0,39.0,39.0,30.0,39.0,41.35,0.0,0.7545089522360573,0.24549104776394273,Not Defective
921.199,3.58,29.0,39.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,32.96,0.0,0.7558079966668186,0.24419200333318136,Not Defective
849.7,3.58,37.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,40.54,0.0,0.7558858462236218,0.24411415377637824,Not Defective
4943.106,3.58,36.0,43.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,38.221,0.0,0.7545196468935452,0.2454803531064548,Not Defective
4516.819,3.59,36.0,30.0,33.0,33.0,30.0,38.0,28.0,38.0,38.0,38.13,0.0,0.7544509663253871,0.24554903367461292,Not Defective
4288.194,3.58,30.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,28.0,33.08,0.0,0.7545146566919929,0.24548534330800706,Not Defective
6980.46,3.58,34.0,27.0,39.0,39.0,27.0,39.0,39.0,39.0,29.0,39.96,0.0,0.7502624161030643,0.2497375838969357,Not Defective
4256.460999999999,3.58,38.0,40.0,30.0,40.0,40.0,38.0,30.0,38.0,38.0,39.67,0.0,0.754514323779087,0.24548567622091294,Not Defective
3118.5159999999996,3.58,39.0,39.0,39.0,29.0,39.0,39.0,39.0,30.0,39.0,68.14,0.0,0.7545115056496934,0.24548849435030665,Not Defective
2072.8160000000003,0.61,26.0,43.0,43.0,44.0,44.0,41.0,41.0,41.0,41.0,29.930999999999997,0.0,0.7545209923890656,0.24547900761093444,Not Defective
7094.477,0.61,120.0,27.0,39.0,39.0,27.0,39.0,39.0,39.0,29.0,120.92,1.0,0.09389961523596113,0.9061003847640389,Defective
6182.229,0.61,28.0,43.0,27.0,43.0,43.0,43.0,43.0,42.0,41.0,90.03,0.0,0.7435892200328154,0.2564107799671846,Not Defective
4750.784000000001,3.58,37.0,30.0,33.0,33.0,30.0,38.0,28.0,38.0,38.0,40.63,0.0,0.7543616143178344,0.24563838568216553,Not Defective
4854.182,3.58,28.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,38.0,30.79,0.0,0.754519663434571,0.24548033656542895,Not Defective
277.96,3.58,37.0,39.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,41.14,0.0,0.7564532414534103,0.2435467585465897,Not Defective
4734.154,0.61,29.0,43.0,43.0,43.0,43.0,39.0,39.0,35.0,39.0,32.99,0.0,0.754520932642442,0.24547906735755798,Not Defective
1414.895,3.58,119.0,30.0,33.0,33.0,30.0,40.0,29.0,40.0,40.0,120.06,1.0,0.0939019728702486,0.9060980271297514,Defective
1169.7089999999998,3.58,23.0,39.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,23.46,0.0,0.7556804526830173,0.24431954731698272,Not Defective
3952.185,3.58,34.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,37.63,0.0,0.7545209340046051,0.24547906599539487,Not Defective
5864.63,0.61,40.0,42.0,42.0,42.0,42.0,40.0,40.0,40.0,28.0,44.54,0.0,0.7530206202862,0.2469793797138,Not Defective
1634.735,3.58,34.0,39.0,39.0,29.0,39.0,39.0,39.0,39.0,28.0,37.98,0.0,0.7545168780539446,0.24548312194605534,Not Defective
2772.308,0.61,38.0,43.0,43.0,43.0,42.0,32.0,44.0,43.0,43.0,40.91,0.0,0.7545209282995712,0.24547907170042885,Not Defective
5526.818,3.57,35.0,42.0,42.0,42.0,42.0,40.0,41.0,41.0,40.0,35.94,0.0,0.7545093269797596,0.2454906730202404,Not Defective
6967.45,3.58,37.0,40.0,40.0,29.0,40.0,40.0,39.0,40.0,40.0,38.77,0.0,0.7504519966664119,0.24954800333358804,Not Defective
6075.269,0.61,36.0,40.0,30.0,40.0,40.0,39.0,39.0,39.0,27.0,37.11,0.0,0.7502572356659212,0.24974276433407877,Not Defective
3472.992,3.58,33.0,43.0,43.0,43.0,43.0,43.0,30.0,43.0,43.0,35.82,0.0,0.7545209919719225,0.2454790080280776,Not Defective
6100.214,0.61,43.0,42.0,42.0,42.0,42.0,40.0,40.0,40.0,28.0,46.94,0.0,0.751546965385817,0.248453034614183,Not Defective
5079.664000000001,3.58,34.0,42.0,31.0,30.0,42.0,43.0,42.0,42.0,42.0,37.21,0.0,0.7521446984134716,0.2478553015865284,Not Defective
2870.4629999999997,3.58,67.0,43.0,43.0,43.0,42.0,41.0,40.0,41.0,31.0,69.81,0.0,0.7539426517950081,0.24605734820499192,Not Defective
7.045,3.58,33.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,36.9,0.0,0.7564532411710393,0.24354675882896074,Not Defective
2471.206,0.61,119.0,43.0,43.0,44.0,44.0,44.0,44.0,27.0,44.0,120.07,1.0,0.09394373651842014,0.9060562634815799,Defective
1295.615,0.61,40.0,30.0,33.0,33.0,30.0,40.0,29.0,40.0,40.0,42.74,0.0,0.754520832641578,0.24547916735842207,Not Defective
721.262,3.58,27.0,41.0,41.0,42.0,41.0,42.0,42.0,42.0,43.0,29.97,0.0,0.7564532331887512,0.2435467668112487,Not Defective
4643.0509999999995,3.58,26.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,29.68,0.0,0.7545209477329662,0.24547905226703381,Not Defective
3858.357,0.61,35.0,43.0,29.0,44.0,43.0,43.0,43.0,43.0,44.0,38.44,0.0,0.7545140485556008,0.24548595144439928,Not Defective
5726.389,0.61,59.0,42.0,42.0,42.0,42.0,40.0,41.0,41.0,40.0,60.75,0.0,0.7508189069936216,0.24918109300637833,Not Defective
2971.7290000000003,0.61,46.0,39.0,39.0,29.0,39.0,39.0,39.0,30.0,39.0,52.9,0.0,0.7544811371411795,0.24551886285882057,Not Defective
1382.4560000000001,0.61,39.0,39.0,39.0,29.0,39.0,39.0,39.0,39.0,30.0,41.181000000000004,0.0,0.7545140897560744,0.2454859102439256,Not Defective
505.691,0.61,68.0,45.0,46.0,46.0,46.0,44.0,44.0,44.0,44.0,71.39,0.0,0.7564532323938431,0.24354676760615684,Not Defective
6068.382,3.57,36.0,41.0,41.0,41.0,41.0,41.0,41.0,28.0,41.0,36.93,0.0,0.7545111456624829,0.2454888543375171,Not Defective
3652.241,3.58,120.0,30.0,33.0,33.0,30.0,36.0,39.0,34.0,33.0,120.18,1.0,0.09389961157288773,0.9061003884271123,Defective
4870.266,3.58,33.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,36.41,0.0,0.7545203028094053,0.2454796971905947,Not Defective
139.688,0.61,35.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,36.51,0.0,0.7564532415689679,0.24354675843103216,Not Defective
891.36,0.61,48.0,38.0,38.0,38.0,38.0,39.0,39.0,40.0,39.0,102.01,0.0,0.7557977665900406,0.24420223340995934,Not Defective
680.4630000000001,0.61,43.0,41.0,41.0,41.0,41.0,39.0,39.0,40.0,39.0,46.07,0.0,0.7564532339759586,0.24354676602404135,Not Defective
796.625,0.61,37.0,40.0,40.0,40.0,40.0,39.0,39.0,40.0,39.0,38.86,0.0,0.755817611253315,0.24418238874668494,Not Defective
1122.9189999999999,0.61,38.0,41.0,41.0,41.0,41.0,39.0,39.0,40.0,39.0,39.57,0.0,0.7557537586835449,0.24424624131645514,Not Defective
3072.433,3.58,23.0,44.0,44.0,44.0,44.0,30.0,43.0,43.0,29.0,30.58,0.0,0.7545209650793303,0.24547903492066964,Not Defective
3512.211,3.57,33.0,42.0,43.0,26.0,43.0,29.0,29.0,44.0,28.0,35.811,0.0,0.7544989261338955,0.2455010738661045,Not Defective
1919.546,3.58,35.0,44.0,43.0,27.0,43.0,28.0,43.0,43.0,43.0,38.42,0.0,0.7545204710627447,0.24547952893725533,Not Defective
3278.877,0.61,31.0,43.0,43.0,43.0,28.0,30.0,43.0,43.0,29.0,66.54,0.0,0.7545199633236482,0.24548003667635176,Not Defective
3417.5409999999997,0.61,35.0,43.0,43.0,43.0,28.0,29.0,29.0,44.0,28.0,37.43,0.0,0.7545185757750068,0.24548142422499322,Not Defective
1799.509,3.57,33.0,45.0,44.0,45.0,44.0,28.0,43.0,43.0,43.0,35.16,0.0,0.7545209921740301,0.24547900782596993,Not Defective
470.86400000000003,0.61,36.0,44.0,43.0,44.0,43.0,28.0,43.0,43.0,43.0,116.62,0.0,0.7564529070495528,0.24354709295044716,Not Defective
2492.083,3.57,32.0,43.0,43.0,43.0,30.0,30.0,43.0,43.0,29.0,52.48,0.0,0.7545209118571863,0.2454790881428137,Not Defective
2946.14,0.61,31.0,43.0,43.0,43.0,43.0,30.0,43.0,43.0,29.0,34.85,0.0,0.7545204683356173,0.24547953166438274,Not Defective
2371.9210000000003,0.61,35.0,43.0,43.0,43.0,43.0,30.0,43.0,43.0,29.0,60.92,0.0,0.7545203318460556,0.2454796681539444,Not Defective
809.0,3.58,37.0,46.0,46.0,46.0,46.0,28.0,43.0,43.0,43.0,37.99,0.0,0.756446306141302,0.2435536938586979,Not Defective
691.93,3.58,33.0,44.0,44.0,43.0,44.0,28.0,43.0,43.0,43.0,36.03,0.0,0.7564532415170107,0.24354675848298937,Not Defective
2753.538,0.61,35.0,44.0,45.0,45.0,45.0,30.0,43.0,43.0,29.0,37.39,0.0,0.7545207322081803,0.24547926779181972,Not Defective
2260.231,3.57,25.0,28.0,44.0,45.0,45.0,30.0,43.0,43.0,29.0,49.77,0.0,0.7545205087135901,0.2454794912864099,Not Defective
3190.6059999999998,0.61,28.0,29.0,45.0,27.0,45.0,30.0,43.0,43.0,29.0,29.92,0.0,0.7530778117574305,0.24692218824256953,Not Defective
2040.256,0.61,36.0,43.0,42.0,27.0,27.0,28.0,43.0,43.0,43.0,39.28,0.0,0.7545202574221828,0.24547974257781718,Not Defective
2603.647,3.58,35.0,29.0,43.0,43.0,43.0,30.0,43.0,43.0,29.0,77.91,0.0,0.7544728463971453,0.24552715360285465,Not Defective
2144.908,0.61,39.0,28.0,44.0,45.0,45.0,28.0,43.0,43.0,43.0,40.62,0.0,0.7545205657025096,0.2454794342974904,Not Defective
3612.2529999999997,0.61,29.0,45.0,45.0,45.0,45.0,29.0,29.0,44.0,28.0,31.63,0.0,0.7545209850041149,0.2454790149958851,Not Defective
9773.325,0.61,37.0,41.0,41.0,42.0,42.0,43.0,43.0,43.0,42.0,37.31,0.0,0.75015718097094,0.24984281902906005,Not Defective
7800.670999999999,3.57,33.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.0,34.961,0.0,0.7538884519852447,0.24611154801475538,Not Defective
15095.506000000001,3.57,28.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,31.21,0.0,0.748867438927598,0.25113256107240206,Not Defective
20075.452,3.57,28.0,41.0,40.0,41.0,41.0,41.0,28.0,41.0,41.0,54.36,1.0,0.1520647875931571,0.8479352124068429,Defective
10749.176000000001,0.61,29.0,44.0,44.0,43.0,44.0,40.0,29.0,41.0,28.0,31.92,0.0,0.7503002437316697,0.24969975626833027,Not Defective
8848.058,0.61,38.0,44.0,43.0,43.0,43.0,42.0,28.0,42.0,42.0,41.6,0.0,0.754239802313413,0.24576019768658694,Not Defective
1775.8039999999999,3.58,33.0,48.0,47.0,47.0,48.0,48.0,48.0,48.0,47.0,36.19,0.0,0.7545210007477379,0.24547899925226208,Not Defective
18157.17,0.61,30.0,42.0,43.0,43.0,43.0,42.0,43.0,28.0,42.0,32.56,1.0,0.22238718841667293,0.7776128115833271,Defective
18361.433999999997,0.61,34.0,43.0,43.0,42.0,43.0,42.0,43.0,28.0,42.0,95.76,1.0,0.15452647491317228,0.8454735250868277,Defective
13165.463,3.57,34.0,41.0,41.0,41.0,41.0,41.0,41.0,30.0,41.0,75.24,0.0,0.7073216094312176,0.2926783905687824,Retest
19136.807,0.61,35.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,95.37100000000001,1.0,0.15221143338713305,0.847788566612867,Defective
21377.76,0.61,35.0,44.0,43.0,44.0,44.0,43.0,42.0,43.0,42.0,39.02,1.0,0.15204132326916053,0.8479586767308395,Defective
7925.986,0.61,33.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,42.0,36.51,0.0,0.7527291875545825,0.2472708124454175,Not Defective
11484.231000000002,3.57,34.0,42.0,43.0,43.0,42.0,40.0,29.0,41.0,28.0,37.48,0.0,0.7491796923643399,0.25082030763566004,Not Defective
7466.474,3.58,36.0,44.0,44.0,45.0,44.0,44.0,44.0,44.0,44.0,36.46,0.0,0.754313289861771,0.24568671013822901,Not Defective
20659.049,0.61,37.0,43.0,43.0,43.0,43.0,41.0,41.0,42.0,41.0,39.72,1.0,0.152013786671234,0.847986213328766,Defective
13829.24,3.58,36.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,38.88,0.0,0.7352366588278945,0.2647633411721056,Not Defective
18752.137,0.61,36.0,42.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,79.05,1.0,0.15212527622690297,0.847874723773097,Defective
11315.948,0.61,34.0,45.0,45.0,45.0,44.0,40.0,29.0,41.0,28.0,38.02,0.0,0.749534606013293,0.25046539398670703,Not Defective
14068.986,0.61,37.0,44.0,43.0,43.0,44.0,41.0,41.0,42.0,41.0,40.7,0.0,0.722131504105084,0.27786849589491597,Not Defective
17166.311,0.61,30.0,44.0,44.0,44.0,44.0,42.0,42.0,43.0,42.0,81.4,1.0,0.2252990732802056,0.7747009267197944,Defective
22455.466,3.57,35.0,46.0,46.0,46.0,46.0,41.0,41.0,40.0,40.0,38.8,1.0,0.15200714987466346,0.8479928501253365,Defective
634.482,0.61,35.0,46.0,46.0,46.0,46.0,45.0,46.0,45.0,45.0,38.5,0.0,0.756453241588751,0.243546758411249,Not Defective
21926.046000000002,3.57,39.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,42.0,42.2,1.0,0.15197875023681462,0.8480212497631854,Defective
13718.926000000001,3.58,27.0,43.0,44.0,43.0,43.0,43.0,26.0,43.0,43.0,29.65,0.0,0.7494264984834276,0.25057350151657243,Not Defective
22345.688,3.57,38.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,41.16,1.0,0.15215130901195417,0.8478486909880458,Defective
11110.044,3.57,24.0,43.0,43.0,42.0,43.0,40.0,29.0,41.0,28.0,28.03,0.0,0.7503470650317832,0.24965293496821686,Not Defective
